gender, Category, product_name,link, product_images,price,description
hombre, abrigo,  THE NOTORIOUS B.I.G. © BROOKLYN MINT SWEATSHIRT,https://www.zara.com/in/en/the-notorious-b-i-g----brooklyn-mint-sweatshirt-p02160301.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2160/301/802/2/w/448/2160301802_1_1_1.jpg?ts=1692198176210': 'Image 0 of THE NOTORIOUS B.I.G. © BROOKLYN MINT SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2160/301/802/2/w/448/2160301802_2_1_1.jpg?ts=1692198175786': 'Image 1 of THE NOTORIOUS B.I.G. © BROOKLYN MINT SWEATSHIRT from Zara'}]","₹ 3,990.00","Long sleeve sweatshirt with a round neckline. Notorious B.I.G. © Brooklyn Mint, LLC contrast slogan print on the front. Faded effect. Ribbed trims."
hombre, abrigo,  CONTRAST PRINTED SWEATSHIRT,https://www.zara.com/in/en/contrast-printed-sweatshirt-p06224301.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/301/712/2/w/0/6224301712_1_1_1.jpg?ts=1686133892073': 'Image 0 of CONTRAST PRINTED SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/301/712/2/w/0/6224301712_2_1_1.jpg?ts=1686133891362': 'Image 1 of CONTRAST PRINTED SWEATSHIRT from Zara'}]","₹ 3,290.00",Sweatshirt with a round neckline and long sleeves. Contrast print and embroidery on the front and back. Ribbed trims.
hombre, abrigo,  CONTRAST PRINT SWEATSHIRT,https://www.zara.com/in/en/contrast-print-sweatshirt-p01165324.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1165/324/529/2/w/448/1165324529_1_1_1.jpg?ts=1692780184319': 'Image 0 of CONTRAST PRINT SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1165/324/529/2/w/448/1165324529_2_1_1.jpg?ts=1692780184366': 'Image 1 of CONTRAST PRINT SWEATSHIRT from Zara'}]","₹ 3,290.00",Sweatshirt with a round neckline and long sleeves. Contrast prints on the front and back. Ribbed trims.
hombre, abrigo,  CONTRAST PRINT SWEATSHIRT,https://www.zara.com/in/en/contrast-print-sweatshirt-p05643302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5643/302/250/2/w/448/5643302250_1_1_1.jpg?ts=1690963409656': 'Image 0 of CONTRAST PRINT SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5643/302/250/2/w/448/5643302250_2_1_1.jpg?ts=1690963410355': 'Image 1 of CONTRAST PRINT SWEATSHIRT from Zara'}]","₹ 2,990.00",Boxy fit sweatshirt with a round neck and short sleeves. Contrast prints on the front.
hombre, abrigo,  PAPER PATCH SWEATSHIRT,https://www.zara.com/in/en/paper-patch-sweatshirt-p06224399.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/399/251/2/w/448/6224399251_1_1_1.jpg?ts=1692361198588': 'Image 0 of PAPER PATCH SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/399/251/2/w/448/6224399251_2_1_1.jpg?ts=1692361198701': 'Image 1 of PAPER PATCH SWEATSHIRT from Zara'}]","₹ 3,290.00",Loose-fitting sweatshirt with a round neck and short sleeves. Patch on the front made of kraft paper with a printed slogan. Irregular finish with contrast topstitching detail.
hombre, abrigo,  SWEATSHIRT WITH PRINTED SLOGANS,https://www.zara.com/in/en/sweatshirt-with-printed-slogans-p00722355.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0722/355/802/2/w/448/0722355802_1_1_1.jpg?ts=1692951281874': 'Image 0 of SWEATSHIRT WITH PRINTED SLOGANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0722/355/802/2/w/448/0722355802_2_1_1.jpg?ts=1692951290853': 'Image 1 of SWEATSHIRT WITH PRINTED SLOGANS from Zara'}]","₹ 2,990.00",Loose-fitting sweatshirt with a round neck and short sleeves. Featuring a contrast slogan print all over the garment.
hombre, abrigo,  SWEATSHIRT WITH EMBROIDERY AND SLOGANS,https://www.zara.com/in/en/sweatshirt-with-embroidery-and-slogans-p06224297.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/297/251/2/w/448/6224297251_1_1_1.jpg?ts=1692960481437': 'Image 0 of SWEATSHIRT WITH EMBROIDERY AND SLOGANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/297/251/2/w/448/6224297251_2_1_1.jpg?ts=1692960481868': 'Image 1 of SWEATSHIRT WITH EMBROIDERY AND SLOGANS from Zara'}]","₹ 2,990.00",Round neck sweatshirt with short sleeves. Contrast embroidery and prints on the front and back. Ribbed trims.
hombre, abrigo,  PRINTED SWEATSHIRT WITH SLOGAN,https://www.zara.com/in/en/printed-sweatshirt-with-slogan-p05644301.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5644/301/403/2/w/448/5644301403_1_1_1.jpg?ts=1688546809649': 'Image 0 of PRINTED SWEATSHIRT WITH SLOGAN from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5644/301/403/2/w/448/5644301403_2_1_1.jpg?ts=1688546809535': 'Image 1 of PRINTED SWEATSHIRT WITH SLOGAN from Zara'}]","₹ 2,990.00",Sweatshirt with a round neck and short sleeves. Featuring a contrast print on the front.
hombre, abrigo,  SWEATSHIRT WITH PRINTED SLOGANS,https://www.zara.com/in/en/sweatshirt-with-printed-slogans-p06224342.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/342/712/2/w/448/6224342712_1_1_1.jpg?ts=1688546809912': 'Image 0 of SWEATSHIRT WITH PRINTED SLOGANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/342/712/2/w/448/6224342712_2_1_1.jpg?ts=1688546809984': 'Image 1 of SWEATSHIRT WITH PRINTED SLOGANS from Zara'}]","₹ 2,990.00",Sweatshirt with a round neck and short sleeves. Contrast prints on the front and back.
hombre, abrigo,  MICKEY MOUSE © DISNEY SWEATSHIRT,https://www.zara.com/in/en/mickey-mouse---disney-sweatshirt-p06224345.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/345/251/2/w/448/6224345251_1_1_1.jpg?ts=1688564090905': 'Image 0 of MICKEY MOUSE © DISNEY SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/345/251/2/w/448/6224345251_2_1_1.jpg?ts=1688564090376': 'Image 1 of MICKEY MOUSE © DISNEY SWEATSHIRT from Zara'}]","₹ 3,290.00",Loose-fitting short sleeve sweatshirt with a round neck. Mickey Mouse © Disney prints on the front and back.
hombre, abrigo,  SWEATSHIRT WITH CROCHET POCKET,https://www.zara.com/in/en/sweatshirt-with-crochet-pocket-p04087317.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4087/317/505/2/w/448/4087317505_1_1_1.jpg?ts=1688546807650': 'Image 0 of SWEATSHIRT WITH CROCHET POCKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4087/317/505/2/w/448/4087317505_2_1_1.jpg?ts=1688546808901': 'Image 1 of SWEATSHIRT WITH CROCHET POCKET from Zara'}]","₹ 2,990.00",Loose-fitting sweatshirt with a round neck and short sleeves. Front patch pocket in matching crochet.
hombre, abrigo,  HATTHANAN™ PRINT HOODIE,https://www.zara.com/in/en/hatthanan--print-hoodie-p00761324.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0761/324/712/612/w/448/0761324712_1_1_1.jpg?ts=1692609546383': 'Image 0 of HATTHANAN™ PRINT HOODIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0761/324/712/612/w/448/0761324712_2_1_1.jpg?ts=1692609546956': 'Image 1 of HATTHANAN™ PRINT HOODIE from Zara'}]","₹ 3,990.00",Adjustable hoodie with long sleeves. Contrast Hatthanan™ graphic print on the back. Ribbed trims.Zara Athleticz.
hombre, abrigo,  TECHNICAL TRAINING SWEATSHIRT,https://www.zara.com/in/en/technical-training-sweatshirt-p01698302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1698/302/712/2/w/448/1698302712_1_1_1.jpg?ts=1692607575495': 'Image 0 of TECHNICAL TRAINING SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1698/302/712/2/w/448/1698302712_2_1_1.jpg?ts=1692607575297': 'Image 1 of TECHNICAL TRAINING SWEATSHIRT from Zara'}]","₹ 3,990.00",Sweatshirt made of an elastic and lightweight technical fabric.- Round neck and long sleeves with ribbed cuffs. - Adjustable hem with elastic side gores. - Printed front logo detail.Zara Athleticz.View more
hombre, abrigo,  OVERSIZE HOODIE,https://www.zara.com/in/en/oversize-hoodie-p00761387.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/387/706/2/w/448/0761387706_1_1_1.jpg?ts=1691486099857': 'Image 0 of OVERSIZE HOODIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/387/706/2/w/448/0761387706_2_1_1.jpg?ts=1691486100419': 'Image 1 of OVERSIZE HOODIE from Zara'}]","₹ 3,290.00",Oversize adjustable hoodie. Short sleeves. Front pouch pocket.
hombre, abrigo,  SWEATSHIRT WITH CONTRAST TOPSTITCHING,https://www.zara.com/in/en/sweatshirt-with-contrast-topstitching-p02795317.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2795/317/712/2/w/448/2795317712_1_1_1.jpg?ts=1692780185502': 'Image 0 of SWEATSHIRT WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2795/317/712/2/w/448/2795317712_2_1_1.jpg?ts=1692780185003': 'Image 1 of SWEATSHIRT WITH CONTRAST TOPSTITCHING from Zara'}]","₹ 2,990.00",Loose-fitting sweatshirt with a round neck and short sleeves. Featuring contrast topstitching all over the garment.
hombre, abrigo,  WASHED EFFECT HOODIE,https://www.zara.com/in/en/washed-effect-hoodie-p00962328.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0962/328/044/2/w/448/0962328044_1_1_1.jpg?ts=1688714834783': 'Image 0 of WASHED EFFECT HOODIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0962/328/044/2/w/448/0962328044_2_1_1.jpg?ts=1688714835756': 'Image 1 of WASHED EFFECT HOODIE from Zara'}]","₹ 3,290.00",Cropped hoodie with long sleeves and ribbed cuffs. Faded with an irregular hem.
hombre, abrigo,  HOODIE,https://www.zara.com/in/en/hoodie-p00761350.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/350/981/2/w/448/0761350981_1_1_1.jpg?ts=1691137759577': 'Image 0 of HOODIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/350/981/2/w/448/0761350981_2_1_1.jpg?ts=1691137760243': 'Image 1 of HOODIE from Zara'}]","₹ 3,290.00",Hoodie made of cotton with a napped interior. Adjustable hood and long sleeves. Front pouch pocket and ribbed trims.
hombre, abrigo,  CROPPED DENIM SWEATSHIRT,https://www.zara.com/in/en/cropped-denim-sweatshirt-p07627302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7627/302/090/2/w/448/7627302090_1_1_1.jpg?ts=1688552339271': 'Image 0 of CROPPED DENIM SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7627/302/090/2/w/448/7627302090_2_1_1.jpg?ts=1688552341995': 'Image 1 of CROPPED DENIM SWEATSHIRT from Zara'}]","₹ 3,290.00","Oversize fit cropped faded sweatshirt featuring a round neck, short sleeves and irregular trims."
hombre, abrigo,  DENIM T-SHIRT WITH ABSTRACT PRINT,https://www.zara.com/in/en/denim-t-shirt-with-abstract-print-p07627305.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7627/305/426/2/w/448/7627305426_1_1_1.jpg?ts=1689319990245': 'Image 0 of DENIM T-SHIRT WITH ABSTRACT PRINT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7627/305/426/2/w/448/7627305426_2_1_1.jpg?ts=1689319990077': 'Image 1 of DENIM T-SHIRT WITH ABSTRACT PRINT from Zara'}]","₹ 2,990.00",Lightweight denim T-shirt with a round neckline and short sleeves.
hombre, abrigo,  VINTAGE FADED DENIM T-SHIRT,https://www.zara.com/in/en/vintage-faded-denim-t-shirt-p07627304.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7627/304/400/2/w/448/7627304400_1_1_1.jpg?ts=1689319989939': 'Image 0 of VINTAGE FADED DENIM T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7627/304/400/2/w/448/7627304400_2_1_1.jpg?ts=1689319990948': 'Image 1 of VINTAGE FADED DENIM T-SHIRT from Zara'}]","₹ 2,590.00","T-shirt made of lightweight denim. Featuring a round neckline, short sleeves and a vintage-effect fade."
hombre, abrigo,  TIE-DYE PRINT SWEATSHIRT,https://www.zara.com/in/en/tie-dye-print-sweatshirt-p00962338.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0962/338/505/2/w/448/0962338505_1_1_1.jpg?ts=1692020567476': 'Image 0 of TIE-DYE PRINT SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0962/338/505/2/w/448/0962338505_2_1_1.jpg?ts=1692020568352': 'Image 1 of TIE-DYE PRINT SWEATSHIRT from Zara'}]","₹ 3,290.00",Round neck sweatshirt with short sleeves and irregular trims.
hombre, abrigo,  TIE-DYE DENIM HOODIE,https://www.zara.com/in/en/tie-dye-denim-hoodie-p00840300.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0840/300/251/2/w/448/0840300251_1_1_1.jpg?ts=1689335818566': 'Image 0 of TIE-DYE DENIM HOODIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0840/300/251/2/w/448/0840300251_2_1_1.jpg?ts=1689335819079': 'Image 1 of TIE-DYE DENIM HOODIE from Zara'}]","₹ 3,290.00",Denim sweatshirt. Round neck and short sleeves. Ribbed trim
hombre, jean,  STRAIGHT FIT JEANS,https://www.zara.com/in/en/straight-fit-jeans-p05585312.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5585/312/400/2/w/448/5585312400_1_1_1.jpg?ts=1692951282794': 'Image 0 of STRAIGHT FIT JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5585/312/400/2/w/448/5585312400_2_1_1.jpg?ts=1692951290257': 'Image 1 of STRAIGHT FIT JEANS from Zara'}]","₹ 4,990.00",Straight-leg jeans with a five-pocket design. Faded with ripped details and a stain print on the legs. Front zip fly and top button fastening.
hombre, jean,  GEOMETRIC JACQUARD JEANS,https://www.zara.com/in/en/geometric-jacquard-jeans-p01538322.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1538/322/802/2/w/448/1538322802_1_1_1.jpg?ts=1692960481484': 'Image 0 of GEOMETRIC JACQUARD JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1538/322/802/2/w/448/1538322802_2_1_1.jpg?ts=1692960481784': 'Image 1 of GEOMETRIC JACQUARD JEANS from Zara'}]","₹ 4,990.00",Straight fit jeans. Five pockets. Faded effect. Front zip fly and button fastening.
hombre, jean,  STRAIGHT FIT RIPPED JEANS,https://www.zara.com/in/en/straight-fit-ripped-jeans-p08062306.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/8062/306/427/2/w/448/8062306427_1_1_1.jpg?ts=1692780182445': 'Image 0 of STRAIGHT FIT RIPPED JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8062/306/427/2/w/448/8062306427_2_1_1.jpg?ts=1692780184103': 'Image 1 of STRAIGHT FIT RIPPED JEANS from Zara'}]","₹ 3,290.00",Straight fit jeans. Five pockets. Faded with rips on the legs. Front zip fly and button fastening.
hombre, jean,  CROPPED SLIM JEANS,https://www.zara.com/in/en/cropped-slim-jeans-p08062305.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/8062/305/407/2/w/448/8062305407_1_1_1.jpg?ts=1692201952270': 'Image 0 of CROPPED SLIM JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8062/305/407/2/w/448/8062305407_2_1_1.jpg?ts=1692201952279': 'Image 1 of CROPPED SLIM JEANS from Zara'}]","₹ 4,990.00",Cropped slim fit jeans. Five-pocket design. Faded and ripped detail on the legs. Zip fly and top button fastening.
hombre, jean,  RELAXED-FIT RIPPED JEANS,https://www.zara.com/in/en/relaxed-fit-ripped-jeans-p08062333.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/8062/333/427/2/w/448/8062333427_1_1_1.jpg?ts=1692355484258': 'Image 0 of RELAXED-FIT RIPPED JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8062/333/427/2/w/448/8062333427_2_1_1.jpg?ts=1692355484271': 'Image 1 of RELAXED-FIT RIPPED JEANS from Zara'}]","₹ 4,990.00",Relaxed-fit jeans with a five-pocket design. Faded and ripped effect on the legs. Irregular double-effect hems. Front button fly fastening.
hombre, jean,  SLIM FIT JEANS,https://www.zara.com/in/en/slim-fit-jeans-p00774330.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0774/330/406/2/w/448/0774330406_1_1_1.jpg?ts=1689605484740': 'Image 0 of SLIM FIT JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0774/330/406/2/w/448/0774330406_2_1_1.jpg?ts=1689605484659': 'Image 1 of SLIM FIT JEANS from Zara'}]","₹ 2,490.00",Slim fit jeans. Five pockets. Faded effect. Front zip fly and button fastening.
hombre, jean,  RELAXED FIT PLEATED JEANS,https://www.zara.com/in/en/relaxed-fit-pleated-jeans-p01538310.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1538/310/802/2/w/448/1538310802_1_1_1.jpg?ts=1690535018602': 'Image 0 of RELAXED FIT PLEATED JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1538/310/802/2/w/448/1538310802_2_1_1.jpg?ts=1690535017880': 'Image 1 of RELAXED FIT PLEATED JEANS from Zara'}]","₹ 3,990.00",Relaxed fit jeans. Waist with front pleats. Front pockets and rear patch pockets. Faded effect. Front zip fly and button fastening.
hombre, jean,  CROPPED SLIM JEANS,https://www.zara.com/in/en/cropped-slim-jeans-p08062475.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8062/475/406/2/w/448/8062475406_1_1_1.jpg?ts=1689683399181': 'Image 0 of CROPPED SLIM JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8062/475/406/2/w/448/8062475406_2_1_1.jpg?ts=1689683395819': 'Image 1 of CROPPED SLIM JEANS from Zara'}]","₹ 2,490.00",Cropped slim fit jeans with a five-pocket design. Faded effect. Zip fly and button fastening.
hombre, jean,  TAPERED FIT JEANS,https://www.zara.com/in/en/tapered-fit-jeans-p00840325.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5585/325/445/2/w/448/5585325445_1_1_1.jpg?ts=1690540059037': 'Image 0 of TAPERED FIT JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5585/325/445/2/w/448/5585325445_2_1_1.jpg?ts=1690540059166': 'Image 1 of TAPERED FIT JEANS from Zara'}]","₹ 3,290.00",Tapered fit jeans. Five pockets. Faded effect. Cropped length. Front zip fly and button fastening.
hombre, jean,  METALLIC-EFFECT JEANS,https://www.zara.com/in/en/metallic-effect-jeans-p05520307.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5520/307/400/2/w/448/5520307400_6_1_1.jpg?ts=1692171470620': 'Image 0 of METALLIC-EFFECT JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5520/307/400/2/w/448/5520307400_6_2_1.jpg?ts=1692171470258': 'Image 1 of METALLIC-EFFECT JEANS from Zara'}]","₹ 5,990.00",Straight fit jeans made of faded denim with an irregular metallic finish. Five pockets. Front zip fly and top button fastening.
hombre, jean,  WIDE FIT JEANS,https://www.zara.com/in/en/wide-fit-jeans-p09794300.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/9794/300/716/2/w/0/9794300716_1_1_1.jpg?ts=1692188212552': 'Image 0 of WIDE FIT JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9794/300/716/2/w/0/9794300716_2_1_1.jpg?ts=1692188212176': 'Image 1 of WIDE FIT JEANS from Zara'}]","₹ 4,990.00",Faded wide fit jeans. Five pockets. Front zip fly and button fastening.
hombre, jean,  STRAIGHT FIT SPRAY JEANS,https://www.zara.com/in/en/straight-fit-spray-jeans-p05585311.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/9794/302/716/33/w/0/9794302716_1_1_1.jpg?ts=1692688915062': 'Image 0 of STRAIGHT FIT SPRAY JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5585/311/400/2/w/448/5585311400_6_1_1.jpg?ts=1692696040462': 'Image 1 of STRAIGHT FIT SPRAY JEANS from Zara'}]","₹ 4,990.00",Straight-fit jeans with a five-pocket design. Faded effect with trims in a contrast colour. Front zip fly and top button fastening.
hombre, jean,  WIDE FIT CARGO JEANS,https://www.zara.com/in/en/wide-fit-cargo-jeans-p01538316.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1538/316/445/32/w/448/1538316445_1_1_1.jpg?ts=1692187656109': 'Image 0 of WIDE FIT CARGO JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1538/316/445/2/w/448/1538316445_6_1_1.jpg?ts=1690904502960': 'Image 1 of WIDE FIT CARGO JEANS from Zara'}]","₹ 4,990.00",Wide fit jeans. Five pockets. Patch pockets with flaps on the legs. Adjustable strap in the same fabric on the leg. Faded effect. Irregular hems. Front zip and button fastening.
hombre, jean,  DETACHABLE CARGO JEANS,https://www.zara.com/in/en/detachable-cargo-jeans-p08062300.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/8062/300/445/2/w/0/8062300445_1_1_1.jpg?ts=1692025125925': 'Image 0 of DETACHABLE CARGO JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8062/300/445/2/w/448/8062300445_2_1_1.jpg?ts=1692025126120': 'Image 1 of DETACHABLE CARGO JEANS from Zara'}]","₹ 5,990.00",Loose fit jeans. Adjustable waistband with side tabs. Multifunctional strap details on the front and back. Five pockets. Patch pockets with flaps on the legs. Detachable legs with invisible zip. Faded effect. Adjustable hems with zip. Front zip and button fastening.View more
hombre, jean,  RELAXED FIT JEANS,https://www.zara.com/in/en/relaxed-fit-jeans-p03175311.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3175/311/707/2/w/448/3175311707_1_1_1.jpg?ts=1692025126252': 'Image 0 of RELAXED FIT JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3175/311/707/2/w/448/3175311707_2_1_1.jpg?ts=1692025126717': 'Image 1 of RELAXED FIT JEANS from Zara'}]","₹ 4,990.00",Relaxed fit jeans. Five pockets. Zipped pockets on the legs. Faded effect. Front zip fly and button fastening.
hombre, polo, PHOTO PRINT SHIRT,https://www.zara.com/in/en/photo-print-shirt-p05881524.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5881/524/250/2/w/448/5881524250_1_1_1.jpg?ts=1692188872047': 'Image 0 of PHOTO PRINT SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5881/524/250/2/w/448/5881524250_2_1_1.jpg?ts=1692188872256': 'Image 1 of PHOTO PRINT SHIRT from Zara'}]","₹ 3,290.00",Relaxed-fit shirt with a collar and long sleeves with buttoned cuffs. Contrast print on the front. Button-up front.
hombre, polo, CONTRAST PRINT SHIRT,https://www.zara.com/in/en/contrast-print-shirt-p05843524.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5843/524/800/2/w/448/5843524800_1_1_1.jpg?ts=1692188872499': 'Image 0 of CONTRAST PRINT SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5843/524/800/2/w/448/5843524800_2_1_1.jpg?ts=1692188872901': 'Image 1 of CONTRAST PRINT SHIRT from Zara'}]","₹ 3,290.00",Relaxed-fit collared shirt with long sleeves and buttoned cuffs. Button-up front.
hombre, polo, DENIM SHIRT,https://www.zara.com/in/en/denim-shirt-p01820320.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1820/320/800/2/w/448/1820320800_1_1_1.jpg?ts=1689760696023': 'Image 0 of DENIM SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1820/320/800/2/w/448/1820320800_2_1_1.jpg?ts=1689760699740': 'Image 1 of DENIM SHIRT from Zara'}]","₹ 2,990.00",Collared relaxed fit shirt made of denim. Long sleeves with buttoned cuffs. Chest patch pockets. Faded effect. Button-up front.
hombre, polo, CREASED-EFFECT SHIRT,https://www.zara.com/in/en/creased-effect-shirt-p05592537.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5592/537/707/2/w/448/5592537707_1_1_1.jpg?ts=1692804019111': 'Image 0 of CREASED-EFFECT SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5592/537/707/2/w/448/5592537707_2_1_1.jpg?ts=1692804019069': 'Image 1 of CREASED-EFFECT SHIRT from Zara'}]","₹ 3,290.00",Relaxed fit shirt made of semi-sheer fabric. Camp collar and short sleeves. Split hem. Button-up front.
hombre, polo, FLORAL PRINT SHIRT,https://www.zara.com/in/en/floral-print-shirt-p05670112.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5670/112/800/2/w/448/5670112800_1_1_1.jpg?ts=1688652386451': 'Image 0 of FLORAL PRINT SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5670/112/800/2/w/448/5670112800_2_1_1.jpg?ts=1688652389535': 'Image 1 of FLORAL PRINT SHIRT from Zara'}]","₹ 3,290.00",Regular-fit shirt made of satin fabric. Spread collar and short sleeves. Side vents at the hem. Button-up front.
hombre, polo, LEAF PRINT SHIRT,https://www.zara.com/in/en/leaf-print-shirt-p05671119.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5671/119/800/2/w/448/5671119800_1_1_1.jpg?ts=1688652390526': 'Image 0 of LEAF PRINT SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5671/119/800/2/w/448/5671119800_2_1_1.jpg?ts=1688652387857': 'Image 1 of LEAF PRINT SHIRT from Zara'}]","₹ 3,290.00",Regular fit shirt in a satiny fabric. Camp collar and short sleeves. Split hem. Button-up front.
hombre, polo, FLORAL PRINT SHIRT,https://www.zara.com/in/en/floral-print-shirt-p05884485.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5884/485/250/2/w/448/5884485250_1_1_1.jpg?ts=1689938679796': 'Image 0 of FLORAL PRINT SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5884/485/250/2/w/448/5884485250_2_1_1.jpg?ts=1689938679973': 'Image 1 of FLORAL PRINT SHIRT from Zara'}]","₹ 3,290.00",Relaxed-fit shirt. Lapel collar and short sleeves. Button-up front.
hombre, polo, FLORAL PRINT STRETCH SHIRT,https://www.zara.com/in/en/floral-print-stretch-shirt-p07545533.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7545/533/020/2/w/448/7545533020_1_1_1.jpg?ts=1691142187631': 'Image 0 of FLORAL PRINT STRETCH SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7545/533/020/2/w/448/7545533020_2_1_1.jpg?ts=1691142188404': 'Image 1 of FLORAL PRINT STRETCH SHIRT from Zara'}]","₹ 3,290.00",Regular fit shirt made of highly stretchy crease-resistant fabric. Camp collar and short sleeves. Split hem. Button-up front.
